id,time,band,rx_sign,rx_lat,rx_lon,rx_loc,tx_sign,tx_lat,tx_lon,tx_loc,distance,azimuth,rx_azimuth,frequency,power,snr,drift,version,code,date,time.1,power_watts,altitude_m,altitude_ft,type,alt
3728850598,2021-12-22 18:18:00,10,W9XA,41.854,-88.292,EN51uu,KD9ORR,41.479,-87.042,EN61,112,292,111,10140161,10,-21,0,1.3 Kiwi,1,2021-12-22,18:18:00,3000,9840,,8,3000
3728941170,2021-12-22 18:58:00,10,WA3TTS,40.563,-80.042,EN90xn,KD9ORR,41.688,-86.792,EN61oq,579,100,284,10140188,17,-27,0,2.5.0,1,2021-12-22,18:58:00,5100,16728,,8,5100
3728945792,2021-12-22 19:00:00,10,KX4O,38.646,-77.792,FM18cp,KD9ORR,41.563,-86.625,EN61qn,818,110,296,10140184,37,-26,0,WD_2.10k,1,2021-12-22,19:00:00,740,2427,,0,740
3729090939,2021-12-22 20:08:00,10,KM4BLG/SWL,35.521,-82.625,EM85qm,KD9ORR,40.479,-85.042,EN70,591,158,339,10140171,23,-24,0,2.4.0,1,2021-12-22,20:08:00,6900,22632,,8,6900
3731368467,2021-12-23 12:38:00,10,W3PM,34.729,-86.792,EM64or,KD9ORR,36.479,-73.042,FM36,1257,265,77,10140139,23,-26,1,WD_2.10k,1,2021-12-23,12:38:00,6900,22632,,8,6900
3731991944,2021-12-23 16:00:00,10,WD4ELG,36.188,-79.875,FM06be,KD9ORR,36.563,-70.625,FM46qn,829,270,84,10140149,33,-21,-1,2.5.0,1,2021-12-23,16:00:00,660,2165,,0,660
3732423551,2021-12-23 19:30:00,10,KD2OM,42.979,-77.458,FN12gx,KD9ORR,37.729,-67.458,FM67gr,1028,308,121,10140159,33,-18,0,WD_2.10k,1,2021-12-23,19:30:00,660,2165,,0,660
3732425049,2021-12-23 19:50:00,10,N2HQI,43.021,-76.458,FN13sa,KD9ORR,37.854,-67.125,FM67ku,976,309,122,10140180,27,-27,0,,1,2021-12-23,19:50:00,540,1771,,0,540
3734562949,2021-12-24 11:40:00,10,WA2TP,40.854,-73.042,FN30lu,KD9ORR,46.021,-40.458,GN96sa,2673,269,66,10140156,30,-27,0,WD_2.10k,1,2021-12-24,11:40:00,600,1968,,0,600
3734640740,2021-12-24 12:08:00,10,KD2OM,42.979,-77.458,FN12gx,KD9ORR,46.104,-39.875,HN06bc,2971,277,70,10140165,23,-15,0,WD_2.10k,1,2021-12-24,12:08:00,6900,22632,,8,6900
3734647497,2021-12-24 12:10:00,10,KD2OM,42.979,-77.458,FN12gx,KD9ORR,46.146,-39.625,HN06ed,2989,277,70,10140165,27,-13,0,WD_2.10k,1,2021-12-24,12:10:00,540,1771,,0,540
3734703529,2021-12-24 12:28:00,10,KD2OM,42.979,-77.458,FN12gx,KD9ORR,46.146,-39.625,HN06ed,2989,277,70,10140156,23,-21,0,WD_2.10k,1,2021-12-24,12:28:00,6900,22632,,8,6900
3734710228,2021-12-24 12:30:00,10,KD2OM,42.979,-77.458,FN12gx,KD9ORR,46.229,-39.042,HN06lf,3033,277,69,10140157,27,-21,0,WD_2.10k,1,2021-12-24,12:30:00,540,1771,,0,540
3734773010,2021-12-24 12:50:00,10,KD2OM,42.979,-77.458,FN12gx,KD9ORR,46.271,-38.542,HN06rg,3070,277,69,10140166,30,-24,0,WD_2.10k,1,2021-12-24,12:50:00,600,1968,,0,600
3734837819,2021-12-24 13:10:00,10,KD2OM,42.979,-77.458,FN12gx,KD9ORR,46.354,-37.958,HN16ai,3113,278,69,10140181,30,-26,0,WD_2.10k,1,2021-12-24,13:10:00,600,1968,,0,600
3735350713,2021-12-24 15:58:00,10,GM0UDL,57.604,-4.208,IO77vo,KD9ORR,46.563,-33.958,HN36an,2347,48,251,10140158,23,-28,0,,1,2021-12-24,15:58:00,6900,22632,,8,6900
3735354948,2021-12-24 16:00:00,10,GM0UDL,57.604,-4.208,IO77vo,KD9ORR,46.563,-33.375,HN36hn,2314,47,250,10140158,30,-30,0,,1,2021-12-24,16:00:00,600,1968,,0,600
3735481348,2021-12-24 16:50:00,10,GM0UDL,57.604,-4.208,IO77vo,KD9ORR,46.521,-31.958000000000002,HN46am,2238,46,248,10140156,30,-24,0,,1,2021-12-24,16:50:00,600,1968,,0,600
3737759685,2021-12-25 09:38:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,40.729,-9.708,IN50dr,1401,197,14,10140167,23,-18,0,WD_2.10k,1,2021-12-25,09:38:00,6900,22632,,8,6900
3737822501,2021-12-25 09:58:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,40.604,-9.542,IN50fo,1392,198,15,10140160,23,-15,0,WD_2.10k,1,2021-12-25,09:58:00,6900,22632,,8,6900
3737828075,2021-12-25 10:00:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,40.354,-9.292,IN50ii,1372,199,16,10140160,37,-17,0,WD_2.10k,1,2021-12-25,10:00:00,740,2427,,0,740
3737886275,2021-12-25 10:20:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,40.063,-9.042,IN50lb,1349,201,17,10140167,30,-7,-1,WD_2.10k,1,2021-12-25,10:20:00,600,1968,,0,600
3737945863,2021-12-25 10:40:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,39.771,-8.875,IM59ns,1323,202,18,10140181,33,-22,0,WD_2.10k,1,2021-12-25,10:40:00,660,2165,,0,660
3737998645,2021-12-25 10:58:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,39.604,-8.708,IM59po,1312,203,19,10140188,23,-21,2,WD_2.10k,1,2021-12-25,10:58:00,6900,22632,,8,6900
3738058433,2021-12-25 11:18:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,39.271,-8.542,IM59rg,1283,204,21,10140220,23,-19,0,WD_2.10k,1,2021-12-25,11:18:00,6900,22632,,8,6900
3738064808,2021-12-25 11:20:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,39.104,-8.375,IM59tc,1273,205,22,10140220,37,-18,0,WD_2.10k,1,2021-12-25,11:20:00,740,2427,,0,740
3738115396,2021-12-25 11:38:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,38.938,-8.292,IM58uw,1259,206,22,10140275,23,-20,0,WD_2.10k,1,2021-12-25,11:38:00,6900,22632,,8,6900
3738121521,2021-12-25 11:40:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,38.729,-8.208,IM58vr,1241,207,23,10140273,37,-14,0,WD_2.10k,1,2021-12-25,11:40:00,740,2427,,0,740
3738174148,2021-12-25 11:58:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,38.479,-7.042000000000001,IM68,1267,212,28,10140155,23,-22,-1,WD_2.10k,1,2021-12-25,11:58:00,6900,22632,,8,6900
3738237188,2021-12-25 12:20:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,37.979,-7.792000000000001,IM67cx,1185,210,26,10140211,33,-18,3,WD_2.10k,1,2021-12-25,12:20:00,660,2165,,0,660
3738297550,2021-12-25 12:40:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,37.604,-7.542000000000001,IM67fo,1161,212,28,10140239,33,-20,0,WD_2.10k,1,2021-12-25,12:40:00,660,2165,,0,660
3738352436,2021-12-25 12:58:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,37.396,-7.457999999999999,IM67gj,1145,213,29,10140131,23,-17,-2,WD_2.10k,1,2021-12-25,12:58:00,6900,22632,,8,6900
3738417840,2021-12-25 13:18:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,36.979,-7.292000000000001,IM66ix,1115,215,31,10140280,23,-15,2,WD_2.10k,1,2021-12-25,13:18:00,6900,22632,,8,6900
3738424780,2021-12-25 13:20:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,36.771,-7.207999999999999,IM66js,1101,216,32,10140281,37,-14,0,WD_2.10k,1,2021-12-25,13:20:00,740,2427,,0,740
3738481607,2021-12-25 13:38:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,36.604,-7.125,IM66ko,1091,217,33,10140268,23,-16,-1,WD_2.10k,1,2021-12-25,13:38:00,6900,22632,,8,6900
3738488489,2021-12-25 13:40:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,36.396,-7.042000000000001,IM66lj,1077,218,34,10140266,37,-15,-2,WD_2.10k,1,2021-12-25,13:40:00,740,2427,,0,740
3738545223,2021-12-25 13:58:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,35.479,-7.042000000000001,IM65,999,222,38,10140248,23,-16,0,WD_2.10k,1,2021-12-25,13:58:00,6900,22632,,8,6900
3738550652,2021-12-25 14:00:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,35.979,-6.875,IM65nx,1051,221,36,10140241,30,-11,0,WD_2.10k,1,2021-12-25,14:00:00,600,1968,,0,600
3738605708,2021-12-25 14:18:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,35.729,-6.792000000000001,IM65or,1035,222,38,10140199,23,-15,0,WD_2.10k,1,2021-12-25,14:18:00,6900,22632,,8,6900
3738612810,2021-12-25 14:20:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,35.521,-6.707999999999999,IM65pm,1023,223,39,10140186,33,-22,-2,WD_2.10k,1,2021-12-25,14:20:00,660,2165,,0,660
3738671060,2021-12-25 14:38:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,35.271,-6.625,IM65qg,1008,225,40,10140244,23,-19,-2,WD_2.10k,1,2021-12-25,14:38:00,6900,22632,,8,6900
3738678135,2021-12-25 14:40:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,35.021,-6.542000000000001,IM65ra,994,226,42,10140243,33,-18,0,WD_2.10k,1,2021-12-25,14:40:00,660,2165,,0,660
3738734117,2021-12-25 14:58:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,34.771,-6.457999999999999,IM64ss,981,228,43,10140141,23,-13,0,WD_2.10k,1,2021-12-25,14:58:00,6900,22632,,8,6900
3738740616,2021-12-25 15:00:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,34.521,-6.375,IM64tm,968,229,45,10140133,33,-19,0,WD_2.10k,1,2021-12-25,15:00:00,660,2165,,0,660
3738793715,2021-12-25 15:18:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,34.271,-6.375,IM64tg,950,230,46,10140178,23,-19,-1,WD_2.10k,1,2021-12-25,15:18:00,6900,22632,,8,6900
3738829311,2021-12-25 15:30:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,33.771,-6.207999999999999,IM63vs,928,234,49,10140159,37,-21,0,WD_2.10k,1,2021-12-25,15:30:00,740,2427,,0,740
3738969703,2021-12-25 16:28:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,32.646,-5.957999999999999,IM72ap,880,241,57,10140187,23,-23,0,WD_2.10k,1,2021-12-25,16:28:00,6900,22632,,8,6900
3738975224,2021-12-25 16:30:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,32.438,-5.875,IM72bk,876,243,58,10140186,43,-17,0,WD_2.10k,1,2021-12-25,16:30:00,860,2821,,0,860
3740872882,2021-12-26 07:38:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,19.479,-1.042,IK99,1650,310,125,10140158,23,-18,0,WD_2.10k,1,2021-12-26,07:38:00,6900,22632,,8,6900
3740879061,2021-12-26 07:40:00,10,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,19.521,-0.042,IK99xm,1728,308,122,10140157,37,-23,0,WD_2.10k,1,2021-12-26,07:40:00,740,2427,,0,740
3741781979,2021-12-26 13:08:00,14,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,17.479,4.958,JK27,2285,306,118,14097121,23,-15,0,WD_2.10k,1,2021-12-26,13:08:00,6900,22632,,8,6900
3741853482,2021-12-26 13:30:00,14,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,17.313,4.708,JK27ih,2275,307,119,14097010,50,-16,2,WD_2.10k,1,2021-12-26,13:30:00,1000,3280,,0,1000
3742149675,2021-12-26 15:08:00,14,DJ6CX,47.646,13.042,JN67mp,KD9ORR,17.479,6.957999999999999,JK37,3400,8,191,14097120,23,-20,1,2.3.1,1,2021-12-26,15:08:00,6900,22632,,8,6900
3742159170,2021-12-26 15:10:00,14,HB9TMC,46.396,8.958,JN46lj,KD9ORR,17.146,6.292000000000001,JK37dd,3262,4,185,14097099,47,-17,0,DS_0.34.1,1,2021-12-26,15:10:00,940,3083,,0,940
3744127966,2021-12-27 06:18:00,10,DK6UG,49.521,8.208,JN49cm,KD9ORR,24.479,22.958000000000002,KL14,3064,339,149,10140155,23,-22,0,,1,2021-12-27,06:18:00,6900,22632,,8,6900
3744132382,2021-12-27 06:20:00,10,DK6UG,49.521,8.208,JN49cm,KD9ORR,24.146,22.375,KL14ed,3079,340,151,10140155,47,-24,0,,1,2021-12-27,06:20:00,940,3083,,0,940
3744912251,2021-12-27 10:58:00,14,ON5KQ,50.771,3.208,JO10os,KD9ORR,26.563000000000002,27.208000000000002,KL36on,3372,329,133,14097118,23,-15,-4,WD_2.10k,1,2021-12-27,10:58:00,6900,22632,,8,6900
3745222946,2021-12-27 12:38:00,14,DK6UG,49.521,8.208,JN49cm,KD9ORR,27.146,28.958000000000002,KL47ld,3055,330,136,14097109,23,-19,-1,,1,2021-12-27,12:38:00,6900,22632,,8,6900
3745326005,2021-12-27 13:10:00,14,ON5KQ,50.771,3.208,JO10os,KD9ORR,27.354,29.791999999999998,KL47vi,3434,327,129,14097091,37,-15,-1,WD_2.10k,1,2021-12-27,13:10:00,740,2427,,0,740
3747772993,2021-12-28 06:40:00,14,LX1DQ,49.688,6.207999999999999,JN39cq,KD9ORR,31.729,43.792,LM11vr,3688,314,108,14097085,0,-16,-1,WD_2.10k,1,2021-12-28,06:40:00,0,0,,0,0
3747861592,2021-12-28 07:20:00,14,IW2NKE,43.646,13.125,JN63np,KD9ORR,31.896,44.375,LM21ev,3018,305,105,14097151,0,-22,-2,,1,2021-12-28,07:20:00,0,0,,0,0
3748137376,2021-12-28 08:58:00,14,4Z7GUL-1,32.188,34.875,KM72ke,KD9ORR,32.479,46.958,LM32,1135,272,85,14097137,23,-22,1,WD_2.10k,1,2021-12-28,08:58:00,6900,22632,,8,6900
3748446053,2021-12-28 10:38:00,14,TA4/G8SCU,36.604,31.791999999999998,KM56vo,KD9ORR,32.188,47.042,LM32me,1481,294,104,14097126,23,-20,-3,SparkSDR,1,2021-12-28,10:38:00,6900,22632,,8,6900
3751311523,2021-12-29 06:20:00,14,OZ7IT,55.229,12.292,JO65df,KD9ORR,26.938000000000002,65.625,ML26tw,5281,322,104,14097200,43,-24,-4,2.1.0,1,2021-12-29,06:20:00,860,2821,,0,860
3751383325,2021-12-29 06:58:00,14,OZ7IT,55.229,12.292,JO65df,KD9ORR,26.479,66.958,ML36,5403,322,103,14097051,23,-24,4,2.1.0,1,2021-12-29,06:58:00,6900,22632,,8,6900
3751387127,2021-12-29 07:00:00,14,OZ7IT,55.229,12.292,JO65df,KD9ORR,26.563000000000002,66.208,ML36cn,5349,322,103,14097053,43,-25,-1,2.1.0,1,2021-12-29,07:00:00,860,2821,,0,860
3751425813,2021-12-29 07:18:00,14,OZ7IT,55.229,12.292,JO65df,KD9ORR,26.563000000000002,66.208,ML36cn,5349,322,103,14097116,23,-26,1,2.1.0,1,2021-12-29,07:18:00,6900,22632,,8,6900
3751572034,2021-12-29 08:18:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,25.479,66.958,ML35,1783,139,322,14097126,23,-25,1,CWSL_DIGI,1,2021-12-29,08:18:00,6900,22632,,8,6900
3751747082,2021-12-29 09:18:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,25.479,68.958,ML45,1660,145,328,14097141,23,-31,0,CWSL_DIGI,1,2021-12-29,09:18:00,6900,22632,,8,6900
3751753731,2021-12-29 09:20:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,25.229,68.375,ML45ef,1672,143,325,14097141,43,-25,0,CWSL_DIGI,1,2021-12-29,09:20:00,860,2821,,0,860
3751983715,2021-12-29 10:38:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,24.479,68.958,ML44,1570,143,325,14097202,23,-24,2,CWSL_DIGI,1,2021-12-29,10:38:00,6900,22632,,8,6900
3751989417,2021-12-29 10:40:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,24.396,69.542,ML44sj,1527,145,327,14097204,47,-24,2,CWSL_DIGI,1,2021-12-29,10:40:00,940,3083,,0,940
3752047604,2021-12-29 11:00:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,24.188000000000002,69.792,ML44ve,10567,118,294,14097087,47,-21,0,2.5.2,1,2021-12-29,11:00:00,940,3083,,0,940
3752160326,2021-12-29 11:40:00,14,VK1FOC/4,-27.104,152.792,QG62jv,KD9ORR,23.771,70.375,ML53es,10493,118,294,14097087,47,-24,0,2.5.2,1,2021-12-29,11:40:00,940,3083,,0,940
3754410992,2021-12-30 02:38:00,14,EA8BFK,28.604,-13.875,IL38bo,KD9ORR,16.479,82.958,NK16,9780,299,72,14097078,23,-23,0,WD_2.10k,1,2021-12-30,02:38:00,6900,22632,,8,6900
3754484923,2021-12-30 03:18:00,14,VU2EHJ,26.188000000000002,93.875,NL66we,KD9ORR,16.479,82.958,NK16,1562,44,228,14097144,23,-16,-2,v1.1.0,1,2021-12-30,03:18:00,6900,22632,,8,6900
3754523727,2021-12-30 03:38:00,14,VU2EHJ,26.188000000000002,93.875,NL66we,KD9ORR,15.479000000000001,82.958,NK15,1643,42,225,14097162,23,-19,0,v1.1.0,1,2021-12-30,03:38:00,6900,22632,,8,6900
3754527661,2021-12-30 03:40:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.937999999999999,82.792,NK15jw,646,240,58,14097170,53,-19,-2,CWSL_DIGI,1,2021-12-30,03:40:00,1060,3477,,0,1060
3754599229,2021-12-30 04:18:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.895999999999999,83.042,NK15mv,667,242,60,14097065,23,-17,-1,CWSL_DIGI,1,2021-12-30,04:18:00,6900,22632,,8,6900
3754640574,2021-12-30 04:38:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.895999999999999,83.042,NK15mv,667,242,60,14097117,23,-16,1,CWSL_DIGI,1,2021-12-30,04:38:00,6900,22632,,8,6900
3754644650,2021-12-30 04:40:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.854000000000001,83.458,NK15ru,705,244,62,14097117,47,-18,0,CWSL_DIGI,1,2021-12-30,04:40:00,940,3083,,0,940
3754960001,2021-12-30 07:18:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.479000000000001,84.958,NK25,838,252,69,14097047,23,-21,0,CWSL_DIGI,1,2021-12-30,07:18:00,6900,22632,,8,6900
3754962554,2021-12-30 07:20:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.770999999999999,85.375,NK25qs,890,251,68,14097047,50,-23,0,CWSL_DIGI,1,2021-12-30,07:20:00,1000,3280,,0,1000
3755007027,2021-12-30 07:38:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.770999999999999,85.375,NK25qs,890,251,68,14097126,23,-21,-1,CWSL_DIGI,1,2021-12-30,07:38:00,6900,22632,,8,6900
3755012037,2021-12-30 07:40:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.770999999999999,85.625,NK25ts,916,251,69,14097128,50,-20,2,CWSL_DIGI,1,2021-12-30,07:40:00,1000,3280,,0,1000
3755059661,2021-12-30 07:58:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.770999999999999,85.625,NK25ts,916,251,69,14097141,23,-23,-2,CWSL_DIGI,1,2021-12-30,07:58:00,6900,22632,,8,6900
3755062437,2021-12-30 08:00:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.729000000000001,85.875,NK25wr,940,252,70,14097138,50,-24,-4,CWSL_DIGI,1,2021-12-30,08:00:00,1000,3280,,0,1000
3755116343,2021-12-30 08:20:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.729000000000001,86.125,NK35br,965,253,70,14097040,50,-23,0,CWSL_DIGI,1,2021-12-30,08:20:00,1000,3280,,0,1000
3755165837,2021-12-30 08:38:00,14,VU2PTT,12.979000000000001,77.625,MK82tx,KD9ORR,15.729000000000001,86.125,NK35br,965,253,70,14097210,23,-23,0,CWSL_DIGI,1,2021-12-30,08:38:00,6900,22632,,8,6900
